book_names,author_pages,no_of_pages,no_of_ratings,avg_rating,my_rating,date_added,date_read,image_sources,image_name,name
Soldier Sailor,https://www.goodreads.com/author/show/241480.Claire_Kilroy,235,11532,4.05,4.0,"July 18, 2024","Jul 18, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1705093442l/180347527._SY75_.jpg,www/cover_98.png,Claire Kilroy
"The Last Battle (Chronicles of Narnia, #7)",https://www.goodreads.com/author/show/1069006.C_S_Lewis,288,305761,4.01,2.0,"June 29, 2024","Jul 05, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814830l/84369._SY75_.jpg,www/cover_99.png,C.S. Lewis
"The Silver Chair (Chronicles of Narnia, #5)",https://www.goodreads.com/author/show/1069006.C_S_Lewis,243,330824,3.96,3.0,"June 25, 2024","Jun 28, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661032839l/65641._SY75_.jpg,www/cover_100.png,C.S. Lewis
"The Voyage of the Dawn Treader (Chronicles of Narnia, #4)",https://www.goodreads.com/author/show/1069006.C_S_Lewis,248,507672,4.09,2.0,"June 21, 2024","Jun 23, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661032500l/140225._SX50_.jpg,www/cover_101.png,C.S. Lewis
"Prince Caspian (Chronicles of Narnia, #3)",https://www.goodreads.com/author/show/1069006.C_S_Lewis,240,484744,3.98,3.0,"June 13, 2024","Jun 16, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814880l/121749._SY75_.jpg,www/cover_102.png,C.S. Lewis
"The Horse and His Boy (Chronicles of Narnia, #5)",https://www.goodreads.com/author/show/1069006.C_S_Lewis,224,392201,3.91,3.0,"June 10, 2024","Jun 13, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703358949l/84119._SX50_.jpg,www/cover_103.png,C.S. Lewis
The Magician’s Nephew,https://www.goodreads.com/author/show/1069006.C_S_Lewis,221,607271,4.05,3.0,"June 08, 2024","Jun 09, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814770l/65605._SY75_.jpg,www/cover_104.png,C.S. Lewis
"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",https://www.goodreads.com/author/show/1069006.C_S_Lewis,206,3153214,4.24,3.0,"June 09, 2024","Jun 09, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353029077l/100915._SY75_.jpg,www/cover_105.png,C.S. Lewis
Tender Is the Flesh,https://www.goodreads.com/author/show/17772202.Agustina_Bazterrica,209,398188,3.77,2.0,"September 25, 2023","Jun 08, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1594563107l/49090884._SY75_.jpg,www/cover_106.png,Agustina Bazterrica
"Kralın Dönüşü (Yüzüklerin Efendisi, #3)",https://www.goodreads.com/author/show/656983.J_R_R_Tolkien,404,1041180,4.58,4.0,"May 27, 2024","Jun 06, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297636596l/10455630._SX50_.jpg,www/cover_107.png,J.R.R. Tolkien
Humble Inquiry: The Gentle Art of Asking Instead of Telling,https://www.goodreads.com/author/show/43958.Edgar_H_Schein,144,4265,3.72,4.0,"May 30, 2024","May 30, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366277164l/17381706._SY75_.jpg,www/cover_108.png,Edgar H. Schein
The Covenant of Water,https://www.goodreads.com/author/show/93353.Abraham_Verghese,715,312334,4.41,2.0,"December 21, 2023","May 30, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1687600746l/180357146._SX50_.jpg,www/cover_109.png,Abraham Verghese
Beş Sevim Apartmanı: Rüya Tabirli Cinperi Yalanları,https://www.goodreads.com/author/show/4285432.Mine_S_t,128,3660,4.27,3.0,"May 22, 2024","May 25, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552752065l/9099787._SY75_.jpg,www/cover_110.png,Mine Söğüt
Kırmızı Zaman,https://www.goodreads.com/author/show/4285432.Mine_S_t,221,1029,4.17,4.0,"May 19, 2024","May 21, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472374761l/9099773._SY75_.jpg,www/cover_111.png,Mine Söğüt
Gece,https://www.goodreads.com/author/show/355852.Bilge_Karasu,231,1395,4.08,4.0,"May 18, 2024","May 18, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478519413l/8030854._SY75_.jpg,www/cover_112.png,Bilge Karasu
Narla İncire Gazel,https://www.goodreads.com/author/show/355852.Bilge_Karasu,142,285,4.12,3.0,"May 15, 2024","May 16, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1271056824l/8030866._SX50_.jpg,www/cover_113.png,Bilge Karasu
Lemon,https://www.goodreads.com/author/show/16289695.Kwon_Yeo_Sun,176,14186,3.26,3.0,"May 14, 2024","May 14, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1611238095l/56773168._SY75_.jpg,www/cover_114.png,Kwon Yeo-Sun
"İki Kule (Yüzüklerin Efendisi, #2)",https://www.goodreads.com/author/show/656983.J_R_R_Tolkien,472,1125559,4.5,5.0,"May 08, 2024","May 12, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332763490l/7112456._SY75_.jpg,www/cover_115.png,J.R.R. Tolkien
Supernova Era,https://www.goodreads.com/author/show/5780686.Liu_Cixin,352,8157,3.31,2.0,"September 25, 2023","May 04, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546439094l/43263225._SY75_.jpg,www/cover_116.png,Liu Cixin
Kar,https://www.goodreads.com/author/show/1728.Orhan_Pamuk,460,49499,3.62,3.0,"April 10, 2024","Apr 28, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1716758274l/18276617._SY75_.jpg,www/cover_117.png,Orhan Pamuk
To Paradise,https://www.goodreads.com/author/show/6571447.Hanya_Yanagihara,720,55245,3.73,2.0,"September 25, 2023","Apr 20, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628100349l/57739876._SY75_.jpg,www/cover_118.png,Hanya Yanagihara
"Yüzük Kardeşliği (Yüzüklerin Efendisi, #1)",https://www.goodreads.com/author/show/656983.J_R_R_Tolkien,520,3151124,4.41,5.0,"April 03, 2024","Apr 10, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567368956l/2905845._SY75_.jpg,www/cover_119.png,J.R.R. Tolkien
Cevdet Bey ve Oğulları,https://www.goodreads.com/author/show/1728.Orhan_Pamuk,610,5697,3.97,5.0,"March 15, 2024","Mar 31, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381699354l/1933650._SX50_.jpg,www/cover_120.png,Orhan Pamuk
Nah Kalkınırız,https://www.goodreads.com/author/show/46243.Aziz_Nesin,159,588,4.08,3.0,"March 12, 2024","Mar 12, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1592061736l/717037._SX50_.jpg,www/cover_121.png,Aziz Nesin
Koltuk,https://www.goodreads.com/author/show/46243.Aziz_Nesin,176,204,3.7,4.0,"March 11, 2024","Mar 11, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500759676l/23379170._SY75_.jpg,www/cover_122.png,Aziz Nesin
Antarctica,https://www.goodreads.com/author/show/274817.Claire_Keegan,209,17624,3.83,3.0,"February 28, 2024","Mar 10, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1675743982l/62700173._SY75_.jpg,www/cover_123.png,Claire Keegan
Yüz Liraya Bir Deli,https://www.goodreads.com/author/show/46243.Aziz_Nesin,128,249,3.86,3.0,"March 08, 2024","Mar 09, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1635681862l/32715309._SY75_.jpg,www/cover_124.png,Aziz Nesin
Memleketin Birinde,https://www.goodreads.com/author/show/46243.Aziz_Nesin,143,340,4.04,4.0,"March 05, 2024","Mar 05, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1635790326l/54000706._SY75_.jpg,www/cover_125.png,Aziz Nesin
Kördöğüşü,https://www.goodreads.com/author/show/46243.Aziz_Nesin,127,203,3.79,3.0,"March 04, 2024","Mar 04, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1635681539l/54000560._SY75_.jpg,www/cover_126.png,Aziz Nesin
Aferin,https://www.goodreads.com/author/show/46243.Aziz_Nesin,151,131,4.06,3.0,"March 02, 2024","Mar 03, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1635791121l/53996947._SY75_.jpg,www/cover_127.png,Aziz Nesin
Hangi Parti Kazanacak,https://www.goodreads.com/author/show/46243.Aziz_Nesin,168,234,3.78,4.0,"March 01, 2024",Mar 2024,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564660228l/50011044._SX50_SY75_.jpg,www/cover_128.png,Aziz Nesin
Şimdiki Çocuklar Harika,https://www.goodreads.com/author/show/46243.Aziz_Nesin,224,5768,4.27,4.0,"February 29, 2024","Feb 29, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404394773l/22631969._SY75_.jpg,www/cover_129.png,Aziz Nesin
Imperial Bedrooms,https://www.goodreads.com/author/show/2751.Bret_Easton_Ellis,192,20889,3.2,2.0,"February 26, 2024","Feb 27, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327921243l/9410878._SY75_.jpg,www/cover_130.png,Bret Easton Ellis
Ah Biz Eşekler,https://www.goodreads.com/author/show/46243.Aziz_Nesin,144,895,3.66,4.0,"February 27, 2024","Feb 27, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530172093l/40660672._SY75_.jpg,www/cover_131.png,Aziz Nesin
Havadan Sudan,https://www.goodreads.com/author/show/46243.Aziz_Nesin,142,247,4.19,4.0,"February 22, 2024","Feb 23, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1592042262l/53996619._SX50_.jpg,www/cover_132.png,Aziz Nesin
Leyla ile Mecnun,https://www.goodreads.com/author/show/46243.Aziz_Nesin,88,105,3.79,3.0,"February 23, 2024","Feb 23, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527110817l/40200551._SX50_.jpg,www/cover_133.png,Aziz Nesin
Geriye Kalan,https://www.goodreads.com/author/show/46243.Aziz_Nesin,109,120,4.16,5.0,"February 21, 2024","Feb 21, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511968084l/36684906._SY75_.jpg,www/cover_134.png,Aziz Nesin
"The Cat Who Saved Books (The Cat Who..., #1)",https://www.goodreads.com/author/show/5593707.S_suke_Natsukawa,220,85732,3.71,3.0,"February 21, 2024","Feb 21, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629457426l/58815170._SY75_.jpg,www/cover_135.png,Sōsuke Natsukawa
Gidelim Buralardan Muhlis,https://www.goodreads.com/author/show/22337959.Ali_pek,75,144,3.74,2.0,"February 17, 2024","Feb 17, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1649100334l/60750140._SY75_.jpg,www/cover_136.png,Ali İpek
Fever Pitch,https://www.goodreads.com/author/show/2929.Nick_Hornby,256,43970,3.78,3.0,"February 15, 2024","Feb 16, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327551574l/9024094._SY75_.jpg,www/cover_137.png,Nick Hornby
Sinek Sarayı,https://www.goodreads.com/author/show/8117537.Mine_G_Saulnier,151,218,3.36,3.0,"February 15, 2024","Feb 16, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396423857l/8461169._SY75_.jpg,www/cover_138.png,Mine G. Saulnier
Yellowface,https://www.goodreads.com/author/show/16820001.R_F_Kuang,329,1030578,3.73,4.0,"September 25, 2023","Feb 14, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1687082673l/59357120._SY75_.jpg,www/cover_139.png,R.F. Kuang
Şeytan'ın Günlüğü,https://www.goodreads.com/author/show/24953.Leonid_Andreyev,224,2784,3.68,3.0,"February 08, 2024","Feb 08, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1707100057l/42633066._SY75_.jpg,www/cover_140.png,Leonid Andreyev
Bitmeyen Kavga,https://www.goodreads.com/author/show/585.John_Steinbeck,316,16289,3.93,3.0,"February 05, 2024","Feb 07, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451928738l/25541552._SX50_.jpg,www/cover_141.png,John Steinbeck
Shame,https://www.goodreads.com/author/show/56176.Annie_Ernaux,86,18894,3.65,2.0,"February 04, 2024","Feb 04, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1670917566l/65923954._SY75_.jpg,www/cover_142.png,Annie Ernaux
Uçabileceğini Hayal Eden Tavuk,https://www.goodreads.com/author/show/7592025.Sun_mi_Hwang,96,21766,3.98,2.0,"February 02, 2024","Feb 02, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593416603l/54315625._SY75_.jpg,www/cover_143.png,Sun-mi Hwang
Karışık Kaset,https://www.goodreads.com/author/show/4644181.Uygar_irin,292,215,3.84,4.0,"February 01, 2024",Feb 2024,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361053784l/17378947._SX50_.jpg,www/cover_144.png,Uygar Şirin
Pal Sokağı Çocukları,https://www.goodreads.com/author/show/1216116.Ferenc_Moln_r,207,24351,4.17,5.0,"January 30, 2024","Jan 31, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1285792004l/6967938._SY75_.jpg,www/cover_145.png,Ferenc Molnár
Small Things Like These,https://www.goodreads.com/author/show/274817.Claire_Keegan,116,440244,4.09,4.0,"January 27, 2024","Jan 27, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1663217608l/59733531._SY75_.jpg,www/cover_146.png,Claire Keegan
Beyaz Kale,https://www.goodreads.com/author/show/1728.Orhan_Pamuk,199,16856,3.48,4.0,"January 25, 2024","Jan 25, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328455065l/6193387._SY75_.jpg,www/cover_147.png,Orhan Pamuk
Foster,https://www.goodreads.com/author/show/274817.Claire_Keegan,90,164703,4.31,4.0,"January 24, 2024","Jan 24, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660970684l/60797399._SY75_.jpg,www/cover_148.png,Claire Keegan
Cümle Göğün Mavisi,https://www.goodreads.com/author/show/17302939.Ayhan_Ko_,208,117,4.09,3.0,"January 23, 2024","Jan 23, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1605179507l/55882962._SX50_.jpg,www/cover_149.png,Ayhan Koç
Kaplanın Sırtında: İstibdat ve Hürriyet,https://www.goodreads.com/author/show/17853832.Z_lf_Livaneli,324,2465,4.11,3.0,"January 21, 2024","Jan 22, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1656444610l/61366221._SY75_.jpg,www/cover_150.png,Zülfü Livaneli
So Late in the Day,https://www.goodreads.com/author/show/274817.Claire_Keegan,64,32440,3.95,3.0,"January 21, 2024","Jan 21, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1688893466l/73936042._SX50_.jpg,www/cover_151.png,Claire Keegan
Rüzgârlar Hep Gençtir,https://www.goodreads.com/author/show/17853832.Z_lf_Livaneli,224,671,4.16,4.0,"January 19, 2024","Jan 19, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551099086l/44128861._SY75_.jpg,www/cover_152.png,Zülfü Livaneli
Arkadaşıma Veda,https://www.goodreads.com/author/show/17853832.Z_lf_Livaneli,172,917,4.57,5.0,"January 17, 2024","Jan 18, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638785755l/59762471._SY75_.jpg,www/cover_153.png,Zülfü Livaneli
Balıkçı ve Oğlu,https://www.goodreads.com/author/show/17853832.Z_lf_Livaneli,140,3733,3.79,2.0,"January 15, 2024","Jan 17, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1622668299l/58247330._SY75_.jpg,www/cover_154.png,Zülfü Livaneli
Kardeşimin Hikâyesi,https://www.goodreads.com/author/show/17853832.Z_lf_Livaneli,280,12142,4.2,4.0,"January 12, 2024","Jan 15, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1719302976l/59015989._SY75_.jpg,www/cover_155.png,Zülfü Livaneli
Sizin Hiç Babanız Öldü mü,https://www.goodreads.com/author/show/4853188.Feride_i_eko_lu,168,126,3.9,5.0,"January 11, 2024","Jan 12, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446287275l/22377647._SY75_.jpg,www/cover_156.png,Feride Çiçekoğlu
Uçurtmayı Vurmasınlar,https://www.goodreads.com/author/show/4853188.Feride_i_eko_lu,102,2692,4.26,5.0,"January 11, 2024","Jan 11, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328396069l/13452957._SX50_SY75_.jpg,www/cover_157.png,Feride Çiçekoğlu
Sarı Kahkaha,https://www.goodreads.com/author/show/5444576.Murat_zya_ar,108,169,3.69,4.0,"January 10, 2024","Jan 10, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424763723l/25007603._SX50_.jpg,www/cover_158.png,Murat Özyaşar
Aslı Gibidir,https://www.goodreads.com/author/show/5444576.Murat_zya_ar,116,79,4.06,5.0,"January 10, 2024","Jan 10, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1569010441l/46248063._SX50_.jpg,www/cover_159.png,Murat Özyaşar
Birnam Wood,https://www.goodreads.com/author/show/2093764.Eleanor_Catton,423,53764,3.8,4.0,"September 25, 2023","Jan 09, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1674056886l/79741780._SY75_.jpg,www/cover_160.png,Eleanor Catton
The Bookshop,https://www.goodreads.com/author/show/3222.Penelope_Fitzgerald,163,26860,3.27,4.0,"January 03, 2024","Jan 03, 2024",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533060462l/41015154._SY75_.jpg,www/cover_161.png,Penelope Fitzgerald
Woolf’un İzinde,https://www.goodreads.com/author/show/5444571.Ertu_U_ar,96,26,3.58,4.0,"January 01, 2024",Jan 2024,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491557235l/34816471._SY75_.jpg,www/cover_162.png,Ertuğ Uçar
Kumların Kadını,https://www.goodreads.com/author/show/6526.K_b_Abe,184,39408,3.88,3.0,"December 31, 2023","Dec 31, 2023",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494525540l/35115978._SY75_.jpg,www/cover_163.png,Kōbō Abe
İntihar Kulübü,https://www.goodreads.com/author/show/854076.Robert_Louis_Stevenson,102,7091,3.4,2.0,"December 30, 2023","Dec 30, 2023",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555866269l/45188771._SX50_.jpg,www/cover_164.png,Robert Louis Stevenson
Canavar,https://www.goodreads.com/author/show/19879.Stephen_Crane,80,892,3.37,2.0,"December 30, 2023","Dec 30, 2023",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1683281051l/52199748._SY75_.jpg,www/cover_165.png,Stephen Crane
Villon'un Karısı,https://www.goodreads.com/author/show/113561.Osamu_Dazai,112,36,3.97,4.0,"December 29, 2023","Dec 29, 2023",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1698076695l/200525978._SX50_.jpg,www/cover_166.png,Osamu Dazai
Mal Sayımı,https://www.goodreads.com/author/show/211631.Erlend_Loe,112,1880,3.52,3.0,"December 27, 2023","Dec 27, 2023",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1698673137l/201043975._SY75_.jpg,www/cover_167.png,Erlend Loe
"İnce Memed 1 (İnce Memed, #1)",https://www.goodreads.com/author/show/2882570.Ya_ar_Kemal,436,13031,4.5,5.0,"December 15, 2023","Dec 26, 2023",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430344321l/11112894._SY75_.jpg,www/cover_168.png,Yaşar Kemal
İşte Geldim Deniz Kenarı,https://www.goodreads.com/author/show/4386089.Sel_uk_Altun,176,62,3.85,3.0,"December 23, 2023","Dec 25, 2023",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1680787844l/125631674._SY75_.jpg,www/cover_169.png,Selçuk Altun
The Blue Flower,https://www.goodreads.com/author/show/3222.Penelope_Fitzgerald,244,6693,3.44,2.0,"December 20, 2023","Dec 23, 2023",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386181225l/19181885._SY75_.jpg,www/cover_170.png,Penelope Fitzgerald
